146.27,66.411
168.05,69.597
119.91,34.491
157.13,76.714
105.5,19.141
165.71,8.1551
105.18,4.4233
191.89,1.5956
119.05,1.3244
179.08,37.278
127.63,77.493
187.1,33.894
112.63,72.295
128.93,25.05
171.3,58.185
176.2,92.676
170.88,54.94
169.37,84.491
189.97,88.977
170.67,89.801
178.47,53.471
133.21,81.436
119.05,85.718
147.49,51.83
180.42,69.551
131.35,44.423
132.1,95.042
114.61,35.025
166.51,98.309
163.21,57.047
136.04,35.907
141.32,27.624
135.43,31.523
110.02,90.459
130.94,82.276
107.89,84.355
102.84,43.2
125.11,26.55
135.79,77.112
188.78,62.858
